dataset_id,数据集编号,english_file,英文文件,chinese_file,中文文件,rows,行数,columns,列数,source_paths,来源路径
SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723,SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_en.csv,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_cn.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__GiStar_All_Results__a9fe7723_cn.csv,1674,1674,8,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx
SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723,SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_en.csv,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_cn.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Input_Data__a9fe7723_cn.csv,558,558,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx
SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723,SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_en.csv,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_cn.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Table_Sensitivity__a9fe7723_cn.csv,2,2,8,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx
SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723,SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_en.csv,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_cn.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Weight_Matrix_Info__a9fe7723_cn.csv,3,3,7,7,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx
SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723,SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_en.csv,data_processed/english/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_en.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_cn.csv,data_processed/chinese/SPATIAL_WEIGHT_SENSITIVITY__Yearly_Comparison__a9fe7723_cn.csv,36,36,8,8,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/spatial_weight_sensitivity_output/SPATIAL_WEIGHT_SENSITIVITY.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_SCORES__fdc49be3_cn.csv,558,558,25,25,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_cn.csv,16,16,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_cn.csv,16,16,17,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3,SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_en.csv,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_cn.csv,558,558,16,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx
SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49,SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_en.csv,data_processed/english/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx
SPEARMAN_CRITIC_RESULTS__SCORES__81548a49,SPEARMAN_CRITIC_RESULTS__SCORES__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_en.csv,data_processed/english/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_cn.csv,558,558,21,21,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx
SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49,SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_en.csv,data_processed/english/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_cn.csv,16,16,17,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx
SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49,SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_en.csv,data_processed/english/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_cn.csv,558,558,16,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx
SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49,SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_en.csv,data_processed/english/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_cn.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx
TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc,TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_en.csv,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_cn.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_cn.csv,10,10,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx
TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc,TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_en.csv,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_cn.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_cn.csv,10,10,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx
TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc,TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_en.csv,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_cn.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_cn.csv,10,10,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx
TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc,TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_en.csv,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_cn.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_cn.csv,10,10,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4,TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_en.csv,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_cn.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_cn.csv,558,558,15,15,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4,TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_en.csv,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_cn.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_cn.csv,3,3,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4,TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_en.csv,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_cn.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_cn.csv,60,60,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx
URBAN_RURAL_INDICATORS__Sheet1__ebb90003,URBAN_RURAL_INDICATORS__Sheet1__ebb90003,data_processed/english/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_en.csv,data_processed/english/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_en.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_cn.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_cn.csv,558,558,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.xlsx
URBAN_RURAL_INDICATORS__data__2e29d4d0,URBAN_RURAL_INDICATORS__data__2e29d4d0,data_processed/english/URBAN_RURAL_INDICATORS__data__2e29d4d0_en.csv,data_processed/english/URBAN_RURAL_INDICATORS__data__2e29d4d0_en.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__data__2e29d4d0_cn.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__data__2e29d4d0_cn.csv,558,558,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.csv,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.csv
URIR_REPC_INTERPOLATED__Sheet1__77b9c381,URIR_REPC_INTERPOLATED__Sheet1__77b9c381,data_processed/english/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_en.csv,data_processed/english/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_en.csv,data_processed/chinese/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_cn.csv,data_processed/chinese/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_cn.csv,558,558,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/URIR_REPC_INTERPOLATED.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/URIR_REPC_INTERPOLATED.xlsx
data1__data__b040c01b,data1__data__b040c01b,data_processed/english/data1__data__b040c01b_en.csv,data_processed/english/data1__data__b040c01b_en.csv,data_processed/chinese/data1__data__b040c01b_cn.csv,data_processed/chinese/data1__data__b040c01b_cn.csv,360,360,12,12,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/data1.dta,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/data1.dta
data__Sheet1__4016b030,data__Sheet1__4016b030,data_processed/english/data__Sheet1__4016b030_en.csv,data_processed/english/data__Sheet1__4016b030_en.csv,data_processed/chinese/data__Sheet1__4016b030_cn.csv,data_processed/chinese/data__Sheet1__4016b030_cn.csv,52,52,3,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/data.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/data.xlsx
data__Sheet1__c01e7593,data__Sheet1__c01e7593,data_processed/english/data__Sheet1__c01e7593_en.csv,data_processed/english/data__Sheet1__c01e7593_en.csv,data_processed/chinese/data__Sheet1__c01e7593_cn.csv,data_processed/chinese/data__Sheet1__c01e7593_cn.csv,29,29,10,10,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx
data__Sheet2__c01e7593,data__Sheet2__c01e7593,data_processed/english/data__Sheet2__c01e7593_en.csv,data_processed/english/data__Sheet2__c01e7593_en.csv,data_processed/chinese/data__Sheet2__c01e7593_cn.csv,data_processed/chinese/data__Sheet2__c01e7593_cn.csv,29,29,30,30,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx
